,nama_usaha,jenis_usaha,alamat,kelurahan,kecamatan,ada_nib,tidak_ada_nib,jumlah_karyawan_L,jumlah_karyawan_P,total_jumlah_karyawan,tahun,
2429,Restoran,Restoran,Jalan M.T. Haryono No. 30 RT. 30,Sungai Nangka,Balikpapan Selatan,v,x,3,2,5,2024,
2430,Kontrakan Pak Zaini,Penyediaan Akomodasi Lainnya,Jalan Wono Agung No 54 RT 030,Graha Indah,Balikpapan Utara,v,x,0,1,1,2024,
2431,Kos-Kosan Sarah,Penyediaan Akomodasi Lainnya,perum batu ampar lestari,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2024,
2432,Kost,Penyediaan Akomodasi Lainnya,JL. Sungai Ampal No. 55,Sumber Rejo,Balikpapan Tengah,v,x,1,0,1,2024,
2433,Kos-Kosan,Penyediaan Akomodasi Lainnya,Jl kesatrian,Graha Indah,Balikpapan Utara,v,x,0,1,1,2024,
2434,Kos Kosan,Penyediaan Akomodasi Lainnya,Daun village Blok H No 42,Gn. Bahagia,Balikpapan Selatan,v,x,0,1,1,2024,
2435,Usaha Kontrakan,Penyediaan Akomodasi Lainnya,jl prapatan dalam no 41 rt 07,Telaga Sari,Balikpapan Kota,v,x,1,0,1,2024,
2436,Shem Sushi - Pentacity Balikpapan,Restoran,Ground Floor GF No. 18 Pentacity Mall Balikpapan Superblock Jalan Jenderal Sudirman No.47,Gn. Bahagia,Balikpapan Selatan,v,x,17,10,27,2024,
2437,Usaha Kontrakan,Penyediaan Akomodasi Lainnya,JL. BELIBIS BLOK C-3 NO.136,Gn. Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2438,Js Guest House,Penyediaan Akomodasi Lainnya,jl. Gajah Mada No. 74 Balikapapan,Damai Baru,Balikpapan Selatan,v,x,2,0,2,2024,
2439,Kontrkan,Penyediaan Akomodasi Lainnya,Jalan Jenderal Ahmad Yani,Baru Ilir,Balikpapan Barat,v,x,0,1,1,2024,
2440,Penyediaan Akomodasi Lainnya,Penyediaan Akomodasi Lainnya,Jalan Letkol Pol. H.M Asnawi Arbain Gang 12 No 90 RT 40,Gn. Bahagia,Balikpapan Selatan,v,x,1,0,1,2024,
2441,Rumah Kos Nyamini,Penyediaan Akomodasi Lainnya,Jalan Prapatan Dalam,Telaga Sari,Balikpapan Kota,v,x,0,1,1,2024,
2442,Kontrakan Ibu Ros,Penyediaan Akomodasi Lainnya,Jl. Sepinggan Baru RT 017,Sepinggan Baru,Balikpapan Selatan,v,x,1,0,1,2024,
2443,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,JL. NURI BLOK G-2 RT 19 NO.180,Gn. Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2444,Kost Avicenna Premiere,Penyediaan Akomodasi Lainnya,Jl. Wonorejo Puncak RT.5,Gn. Samarinda,Balikpapan Utara,v,x,1,4,5,2024,
2445,Kontrakan Ruko Firman,Penyediaan Akomodasi Lainnya,Jalan Adil Makmur,Baru Ilir,Balikpapan Barat,v,x,0,1,1,2024,
2446,Kost Kostan,Penyediaan Akomodasi Lainnya,Jalan Syarifuddin Yoes,Sepinggan Baru,Balikpapan Selatan,v,x,1,0,1,2024,
2447,Karaoke,Karaoke,"Jl. Mulawarman No.16, RT.023",Manggar Baru,Balikpapan Timur,v,x,0,2,2,2024,
2448,Restoran ,Restoran,"Jl. Mulawarman No.16, RT.023",Manggar Baru,Balikpapan Timur,v,x,2,0,2,2024,
2449,Kos Kosan,Penyediaan Akomodasi Lainnya,Jalan Mulawarman,Lamaru,Balikpapan Timur,v,x,1,0,1,2024,
2450,Jasa Sewa Kos,Penyediaan Akomodasi Lainnya,Jl Yos Sudarso No 27 RT 008,Prapatan,Balikpapan Kota,v,x,1,0,1,2024,
2451,Kontrakan Heni,Penyediaan Akomodasi Lainnya,Jalan Perjuangan Gang Sentosa No. 88,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2024,
2452,Kontrakan,Penyediaan Akomodasi Lainnya,JL SULTAN HASANUDDIN NO.10 RT.45,Baru Tengah,Balikpapan Barat,v,x,0,1,1,2024,
2453,Rumah Kost,Penyediaan Akomodasi Lainnya,JL. Telaga sari I RT. 037,Telaga Sari,Balikpapan Kota,v,x,0,1,1,2024,
2454,Kost,Penyediaan Akomodasi Lainnya,JL. Penggalang RT. 029,Damai,Balikpapan Kota,v,x,0,1,1,2024,
2455,Kontrakan,Penyediaan Akomodasi Lainnya,JL proklamasi 2,Baru Ilir,Balikpapan Barat,v,x,0,1,1,2024,
2456,Kost Marhana,Penyediaan Akomodasi Lainnya,jl. sultan hasanuddin,Kariangau,Balikpapan Barat,v,x,1,0,1,2024,
2457,Kost Ester,Penyediaan Akomodasi Lainnya,jlJL. KSATRIA PERUM NUSANTARA LESTARI BLOK L NO. 11,Graha Indah,Balikpapan Utara,v,x,1,0,1,2024,
2458,Kost-Kostan,Penyediaan Akomodasi Lainnya,JL. KOL. H. SYARIFUDDIN YOES GG. HAJI II NO.12,Sepinggan Raya,Balikpapan Selatan,v,x,1,0,1,2024,
2459,Kontrakan,Penyediaan Akomodasi Lainnya,Jalan sepinggan baru rt 15,Sepinggan Baru,Balikpapan Selatan,v,x,0,2,2,2024,
2460,Kos Wiwik,Penyediaan Akomodasi Lainnya,JL. SUMBER REZEKI GG MAWAR NO.53 RT.015 KEL. LAMARU KEC. BALIKPAPAN TIMUR,Lamaru,Balikpapan Timur,v,x,0,2,2,2024,
2461,Cafe & Karaoke Free,Karaoke,"Jalan Jenderal Sudirman Komplek Ruko Bandar Blok K4 No. 16-19, Kota Balikpapan,",Klandasan Ulu,Balikpapan Kota,v,x,5,4,9,2024,
2462,Usaha Rumah Kos Kosan,Penyediaan Akomodasi Lainnya,PERUMAHAN GRIYA KARIANGAU BARU BLOK D2 NO.13,Kariangau,Balikpapan Barat,v,x,1,2,3,2024,
2463,Mak Rus,Penyediaan Akomodasi Lainnya,Jl.Mulawarman,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2464,Guest House Mentari,Penyediaan Akomodasi Lainnya,Jalan Soekarno-Hatta KM. 3.5,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2024,
2465,Rental Mobil,Aktivitas Biro Perjalanan Wisata,jl syarifuddin yoes gg bhinneka 1 blok e no.51,Sepinggan Baru,Balikpapan Selatan,v,x,1,0,1,2024,
2466,Akomodasi Kos Kosan,Penyediaan Akomodasi Lainnya,Jl projakal Km 5.5 blok VI no 137 Rt 055,Graha Indah,Balikpapan Utara,v,x,1,0,1,2024,
2467,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Jenderal Ahmad Yani,Karang Rejo,Balikpapan Tengah,v,x,0,1,1,2024,
2468,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Malioboro,Gn. Bahagia,Balikpapan Selatan,v,x,0,1,1,2024,
2469,Kontrakan,Penyediaan Akomodasi Lainnya,BALIKPAPAN REGENCY CD 05 NO 09,Sepinggan Baru,Balikpapan Selatan,v,x,1,0,1,2024,
2470,Kontrakan,Penyediaan Akomodasi Lainnya,JALAN MULAWARMAN,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2471,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Projakal,Graha Indah,Balikpapan Utara,v,x,0,1,1,2024,
2472,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JALAN WONOREJO,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2024,
2473,Kos Kos An Dan Rumah Kontrakan,Penyediaan Akomodasi Lainnya,jl. mt haryono rt. 08 no. 85 gang aryo penangsang balikpapan utara,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,1,1,2024,
2474,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,Jalan Jenderal Ahmad Yani,Karang Rejo,Balikpapan Tengah,v,x,1,0,1,2024,
2475,Rumah Kost,Penyediaan Akomodasi Lainnya,"Jalan Dokter Soetomo II No. 28,29 RT 17",Karang Rejo,Balikpapan Tengah,v,x,5,0,5,2024,
2476,Kos Atin,Penyediaan Akomodasi Lainnya,JL. SOEKARNO HATTA GG SEMBADA NO.47 RT.023 KEL. GUNUNG SAMARINDA KEC. BALIKPAPAN UTARA,Gn. Samarinda,Balikpapan Utara,v,x,0,2,2,2024,
2477,Kontrakan ,Penyediaan Akomodasi Lainnya,JL. PROKLAMASI RT.038,Manggar,Balikpapan Timur,v,x,1,0,1,2024,
2478,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JL SOEKARNO HATTA NO 102,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2024,
2479,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,PONDOK MENTARI INDAH BLOK A. 2,Gn. Bahagia,Balikpapan Selatan,v,x,1,0,1,2024,
2480,Kontrakan ,Penyediaan Akomodasi Lainnya,Jl Wolter Monginsidi no 51 RT 21,Baru Ulu,Balikpapan Barat,v,x,0,1,1,2024,
2481,Kos-Kosan Yusfa,Penyediaan Akomodasi Lainnya,Jalan Bukit siaga No. 60 RT. 19,Damai,Balikpapan Kota,v,x,0,1,1,2024,
2482,Kost Orp Abadi,Penyediaan Akomodasi Lainnya,Jalan Kestariaan Km.8 Balikpapan,Graha Indah,Balikpapan Utara,v,x,0,1,1,2024,
2483,Usaha Sawit & Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JL A W SYAHRANI NO 46,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2024,
2484,Penyediaan Akomodasi Lainnya,Penyediaan Akomodasi Lainnya,JL. R.E. MARTADINATANO.26,Mekar Sari,Balikpapan Tengah,v,x,1,2,3,2024,
2485,Bsb Ktv,Karaoke,"Jalan Jend. Sudirman Nomor 47 RT 19 eWalk LG Anchor B, Balikpapan Superblock, Balikpapan",Damai Bahagia,Balikpapan Selatan,v,x,6,9,15,2024,
2486,"Kos-Kosan "" Jimbar Kos """,Penyediaan Akomodasi Lainnya,Komp. Her Mandiri Blok F No.04,Sepinggan,Balikpapan Selatan,v,x,0,2,2,2024,
2487,Karaoke,Karaoke,"Jl. Lindung KM. 16,5 RT.038",Karang Joang,Balikpapan Utara,v,x,0,2,2,2024,
2488,Kost Kostan,Penyediaan Akomodasi Lainnya,JL SALOK BARU Rt 15,Kariangau,Balikpapan Barat,v,x,2,0,2,2024,
2489,Kos Kosan,Penyediaan Akomodasi Lainnya,Manggar Damai No 9,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2490,Kos Paza,Penyediaan Akomodasi Lainnya,Jalan Kesatriaan,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2024,
2491,Warung Jogya Istimewa,Restoran,Jalan MT Haryono No. 1,Damai,Balikpapan Kota,v,x,18,12,30,2024,
2492,Kontrakan Bu Tina,Penyediaan Akomodasi Lainnya,Jalan Penggalang,Damai,Balikpapan Kota,v,x,0,1,1,2024,
2493,Rafani Kost,Penyediaan Akomodasi Lainnya,Jalan Prona 3 No. 36,Sepinggan,Balikpapan Selatan,v,x,1,0,1,2024,
2494,Biro Perjalanan ,Aktivitas Biro Perjalanan Wisata,JL. BUKIT PELAJAR NO. 46,Baru Tengah,Balikpapan Barat,v,x,1,2,3,2024,
2495,Rumah Sewaan Sugiyono,Penyediaan Akomodasi Lainnya,jl. persatuan rt. 041,Manggar Baru,Balikpapan Timur,v,x,0,2,2,2024,
2496,Usaha Kontrakan ,Penyediaan Akomodasi Lainnya,JL IMUS PAYAU NO 045 RT 031,Muararapak,Balikpapan Utara,v,x,2,0,2,2024,
2497,Shem Signature - Ewalk Balikpapan,Restoran,GF 19 Balikpapan Superblok (BSB) Jl. Jenderal Sudirman. Balikpapan,Gn. Bahagia,Balikpapan Selatan,v,x,13,16,29,2024,
2498,Kontrakan,Penyediaan Akomodasi Lainnya,JL. AHMAD YANI NO. 16 GANG BINJAI,Karang Rejo,Balikpapan Tengah,v,x,1,0,1,2024,
2499,Sewa Rumah,Penyediaan Akomodasi Lainnya,JL SOEKARNO HATTA KM 5.5,Graha Indah,Balikpapan Utara,v,x,0,1,1,2024,
2500,Kontrakan,Penyediaan Akomodasi Lainnya,Jl Jend A Yani No 51,Gn. Sari Ulu,Balikpapan Tengah,v,x,1,0,1,2024,
2501,Kos - Kosan,Penyediaan Akomodasi Lainnya,JL. SULTAN HASANUDDIN RT. 033,Baru Tengah,Balikpapan Barat,v,x,0,1,1,2024,
2502,Jasa Akomodasi,Penyediaan Akomodasi Lainnya,JL A WAHAB SYAHRANI P ANGGUN,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2024,
2503,Rumah Sewaan,Penyediaan Akomodasi Lainnya,JL. WONOREJO 3 RT. 51 NO. 01-A KEL. GUNUNG SAMARINDA KEC. BALIKPAPAN UTARA,Gn. Samarinda,Balikpapan Utara,v,x,1,0,1,2024,
2504,Bias Hospitality Management,Penyediaan Akomodasi Lainnya,Jl. Belatuk I No. 42,Gn. Bahagia,Balikpapan Selatan,v,x,1,0,1,2024,
2505,Pt. Sagita Puspa Prima Abadi,Aktivitas Kebugaran Lainnya,Jl. Mayjend Sutoyo No. 69 Rt. 39,Klandasan Ilir,Balikpapan Kota,v,x,16,48,64,2024,
2506,Kosan Intan,Penyediaan Akomodasi Lainnya,Jl. Kampung Timur Rt.12,Gn. Samarinda,Balikpapan Utara,v,x,0,1,1,2024,
2507,Kontrakan Arbain,Penyediaan Akomodasi Lainnya,Jl. Proklmasi,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2508,Pt. Sagita Puspa Prima Abadi ,Penyediaan Akomodasi Lainnya,Jl. Mayjend Sutoyo No. 69 Rt. 39,Klandasan Ilir,Balikpapan Kota,v,x,16,48,64,2024,
2509,Kontrakan,Penyediaan Akomodasi Lainnya,prapatan,Prapatan,Balikpapan Kota,v,x,0,1,1,2024,
2510,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,Jl. Manggar Sari,Manggar,Balikpapan Timur,v,x,1,0,1,2024,
2511,Kontrakan,Penyediaan Akomodasi Lainnya,prapatan,Prapatan,Balikpapan Kota,v,x,0,1,1,2024,
2512,Rumah Kost,Penyediaan Akomodasi Lainnya,Jalan syarifuddin yoes (pondok mentari) Rt. 41,Gn. Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2513,Kost,Penyediaan Akomodasi Lainnya,JL. Wonosari RT. 023,Gn. Sari Ilir,Balikpapan Tengah,v,x,1,0,1,2024,
2514,Kos Riri,Penyediaan Akomodasi Lainnya,Jl MT Haryono RT 32,Damai,Balikpapan Kota,v,x,1,0,1,2024,
2515,Usaha Kos-Kosan,Penyediaan Akomodasi Lainnya,JL. PENEGAK NO.30 RT.010,Damai Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2516,Penginapan Anisa,Penyediaan Akomodasi Lainnya,jl.marsma iswahyudi no. 14,Sepinggan Raya,Balikpapan Selatan,v,x,1,0,1,2024,
2517,Kost Kost Laili,Penyediaan Akomodasi Lainnya,Ko Bangun Reksa V-18,Graha Indah,Balikpapan Utara,v,x,1,0,1,2024,
2518,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JL. PENEGAK,Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2024,
2519,Penginapan Kos,Penyediaan Akomodasi Lainnya,JL. JEND. SUDIRMAN NO. 24 RT. 022 RW. 000,Damai,Balikpapan Kota,v,x,0,2,2,2024,
2520,Penginapan Atau Kontrakan,Penyediaan Akomodasi Lainnya,JL. INPRES IV NO. 049 RT. 015,Muara Rapak,Balikpapan Utara,v,x,2,0,2,2024,
2521,Tiga Puteri Nusantara,Restoran,"Jalan Prapatan Dalam Nomor 20A, RT. 06",Telaga Sari,Balikpapan Kota,v,x,0,5,5,2024,
2522,Tulipe Restaurant,Restoran,"Jl. Jenderal Sudirman No. 07 Kelurahan Klandasan Ilir, Kecamatan Balikpapan Kota, Kota Balikpapan, Kalimantan Timur",Klandasan Ilir,Balikpapan Kota,v,x,4,11,15,2024,
2523,Kost Kost An Putra Putri Siaga,Penyediaan Akomodasi Lainnya,JLN SIAGA KEC DAMAI NO. 34,Damai,Balikpapan Kota,v,x,1,1,2,2024,
2524,Kontrakan,Penyediaan Akomodasi Lainnya,Komp balikpapan baru,Damai Baru,Balikpapan Selatan,v,x,1,1,2,2024,
2525,Kontrakan,Penyediaan Akomodasi Lainnya,JL. LETJEN S PARMAN,Gunungsari Ulu,Balikpapan Tengah,v,x,0,1,1,2024,
2526,Kost,Penyediaan Akomodasi Lainnya,JL. MARSMA R. ISWAHYUDI NO. 69,Sepinggan Raya,Balikpapan Selatan,v,x,1,0,1,2024,
2527,Kost Marti,Penyediaan Akomodasi Lainnya,Jl. Pandan Arum/Utara No. 50,Baru Ilir,Balikpapan Barat,v,x,0,1,1,2024,
2528,Kontrakan Dwa,Penyediaan Akomodasi Lainnya,perum wono graha asri gg wonorame rt.23,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2529,Kos Hamidi,Penyediaan Akomodasi Lainnya,Jl Soekarno-Hatta,Graha Indah,Balikpapan Utara,v,x,0,1,1,2024,
2530,Kos Kosan ,Penyediaan Akomodasi Lainnya,Jl. Pesantren 1 gg. Makmur kelurahan manggar,Manggar,Balikpapan Timur,v,x,1,0,1,2024,
2531,Kontrakan Hj Iriani,Penyediaan Akomodasi Lainnya,JL SOEKARNO HATTA KM 6.5 NO 37,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2024,
2532,Kos,Penyediaan Akomodasi Lainnya,JL. MT. HARYONO NO. 08,Damai,Balikpapan Selatan,v,x,0,1,1,2024,
2533,Kontrakan Ruko,Penyediaan Akomodasi Lainnya,Jl soekarno hatta km 6.5,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2024,
2534,Kontrakan Ruko Soekarno Hatta,Penyediaan Akomodasi Lainnya,Jl soekarno hatta km 6.5,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2024,
2535,Kos,Penyediaan Akomodasi Lainnya,JL. MT. HARYONO NO. 08,Damai,Balikpapan Selatan,v,x,0,1,1,2024,
2536,Kontrakan Ruko / Kios,Penyediaan Akomodasi Lainnya,JL SOEKARNO HATTA KM 6.5 NO 37-38,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2024,
2537,Kos Kosan Putra Putri,Penyediaan Akomodasi Lainnya,Jl. SIAGA,Damai,Balikpapan Kota,v,x,1,0,1,2024,
2538,Penyediaan Akomodasi Lainnya,Penyediaan Akomodasi Lainnya,Jalan Grand City Cluster Hayfield Blok VC7 Nomor 36 RT. 045,Sepinggan Baru,Balikpapan Selatan,v,x,0,2,2,2024,
2539,Aktivitas Kebugaran Lainnya,Aktivitas Kebugaran Lainnya,Jl. Jenderal Sudirman Komplek Ruko BSB Blok F10 No. 47,Gn. Bahagia,Balikpapan Selatan,v,x,7,5,12,2024,
2540,Restoran,Restoran,Jl. Jenderal Sudirman Komplek Ruko BSB Blok F10 No. 47,Gn. Bahagia,Balikpapan Selatan,v,x,5,7,12,2024,
2541,Cv Borneo Makmur Perkasa,Aktivitas Kebugaran Lainnya,Jalan Jenderal Sudirman NO. 43 RT. 007,Klandasan Ilir,Balikpapan Kota,v,x,1,1,2,2024,
2542,Kos Kosan,Penyediaan Akomodasi Lainnya,jl prapatan no 06 rt 028,Prapatan,Balikpapan Kota,v,x,1,0,1,2024,
2543,Kosan Imah,Penyediaan Akomodasi Lainnya,Jl Karang Jati Dalam No 58,Karang Jati,Balikpapan Tengah,v,x,0,1,1,2024,
2544,Rumah Kos Kosan,Penyediaan Akomodasi Lainnya,JL MT HARYONO NO 89,Damai Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2545,Penyediaan Akomodasi Lainnya,Penyediaan Akomodasi Lainnya,Jl. Marsma R. Iswahyudi Gg Mesjid II No 63 Rt 011,Sepinggan Raya,Balikpapan Selatan,v,x,1,0,1,2024,
2546,Rumah Kos Kosan,Penyediaan Akomodasi Lainnya,JL MT HARYONO NO 89,Damai Bahagia,Balikpapan Selatan,v,x,2,0,2,2024,
2547,Kos Kosan Supriyadi,Penyediaan Akomodasi Lainnya,Jl. Mulawarman gang swadaya no. 31,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2548,Kostan Nur,Penyediaan Akomodasi Lainnya,Jl Blora I No 53,Klandasan Ilir,Balikpapan Kota,v,x,1,0,1,2024,
2549,Jasa Rumah Sewa,Penyediaan Akomodasi Lainnya,Jl Jend Sudirman RT.023,Damai Bahagia,Balikpapan Selatan,v,x,1,0,1,2024,
2550,Kontrakan,Penyediaan Akomodasi Lainnya,Jl. HM TUAJI NO. 71 RT. 050,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2551,Rumah Kos Elananda,Penyediaan Akomodasi Lainnya,"Rumah Kos Elananda, Jalan indrakila RT.005 No,23",Gn. Samarinda Baru,Balikpapan Utara,v,x,1,1,2,2024,
2552,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JL. JEND. SUDIRMAN BALIKPAPAN,Damai Bahagia,Balikpapan Selatan,v,x,0,1,1,2024,
2553,Indo Bafana Sejahtera,Aktivitas Biro Perjalanan Wisata,JL. TANJUNG PURA GANG KARYA BAKTI 3,Telaga Sari,Balikpapan Kota,v,x,1,0,1,2024,
2554,Kos Penegak Sayun,Penyediaan Akomodasi Lainnya,JL PENEGAK NO 12,Damai Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2555,Rumah Kost,Penyediaan Akomodasi Lainnya,Jl. Milono No. 67,Klandasan Ulu,Balikpapan Kota,v,x,2,0,2,2024,
2556,Penyediaan Akomodasi Lainnya,Penyediaan Akomodasi Lainnya,Jalan Mayor Pol Zainal Arifin RT.48,Sumber Rejo,Balikpapan Tengah,v,x,2,0,2,2024,
2557,Kost Kostan Suhartanto,Penyediaan Akomodasi Lainnya,JL. MT HARYONO DALAM VII,Sungai Nangka,Balikpapan Selatan,v,x,0,1,1,2024,
2558,Jasa Kost,Penyediaan Akomodasi Lainnya,JL MT HARYONO NO 21 RT 005,Damai Bahagia,Balikpapan Selatan,v,x,0,1,1,2024,
2559,Kontrakan Bahar,Penyediaan Akomodasi Lainnya,Jl Muamalat No.05,Graha Indah,Balikpapan Utara,v,x,1,0,1,2024,
2560,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JL. RUHUI RAHAYU II,Sepinggan Baru,Balikpapan Selatan,v,x,0,1,1,2024,
2561,Kharisma Kos,Penyediaan Akomodasi Lainnya,JL.PRAPATAN NO.46,Telaga Sari,Balikpapan Kota,v,x,0,1,1,2024,
2562,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,JL. BDS 2 Blok AA No. 12B RT.036,Gn. Bahagia,Balikpapan Selatan,v,x,0,2,2,2024,
2563,Djamilah Kos,Penyediaan Akomodasi Lainnya,JL. SEPAKU,Marga Sari,Balikpapan Barat,v,x,0,1,1,2024,
2564,Jasa Kontrakan,Penyediaan Akomodasi Lainnya,Jl MT Haryono Gg Suplier No.143 A RT.037,Damai Bahagia,Balikpapan Selatan,v,x,0,1,1,2024,
2565,Kontrakan Bu Evi,Penyediaan Akomodasi Lainnya,perum graha mulawarman blok B rt.91,Manggar,Balikpapan Timur,v,x,0,1,1,2024,
2566,Kost Pelangi,Penyediaan Akomodasi Lainnya,GANG BUNGA KANTIL,Damai Baru,Balikpapan Selatan,v,x,0,1,1,2024,
2567,Kontrakan,Penyediaan Akomodasi Lainnya,JALAN AL FALAH NOMOR 60,Baru Ilir,Balikpapan Barat,v,x,0,1,1,2024,
2568,Kontrakan Utie Raffa,Penyediaan Akomodasi Lainnya,jl. penggalang 3 No. 79B RT. 29,Damai,Balikpapan Kota,v,x,2,0,2,2024,
2569,Cheng Cheng Resto,Restoran,"JL.JEND. SUDIRMAN, KOMPLEK BALIKPAPAN PERMAI, BLOK H1 NO.9",Damai Bahagia,Balikpapan Selatan,v,x,20,22,42,2024,
2570,Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,JL.PATTIMURA KOMP.PESONA ALAM PERMAI BLOK A NO 06,Batu Ampar,Balikpapan Utara,v,x,2,2,4,2024,
2571,Shem Signature - Ewalk Balikpapan,Restoran,GF 19 Balikpapan Superblok (BSB) Jl. Jenderal Sudirman. Balikpapan,Gn. Bahagia,Balikpapan Selatan,v,x,12,17,29,2024,
2572,"Mubarokah ""Kos""",Penyediaan Akomodasi Lainnya,JL. JEND. A. YANI NO. 57,Gn. Sari Ilir,Balikpapan Tengah,v,x,0,1,1,2024,
2573,Rumah Krontrakan,Penyediaan Akomodasi Lainnya,PERUM GRIYA PRIMA LESTARI BLOK U NO. 19,Graha Indah,Balikpapan Utara,x,v,0,1,1,2025,
2574,Kos Kosan,Penyediaan Akomodasi Lainnya,Jl. Pipit 1,Gn. Bahagia,Balikpapan Selatan,x,v,1,0,1,2025,
2575,Rumah Kontrakan,Penyediaan Akomodasi Lainnya,JL. SEPINGGAN BARU,Sepinggan,Balikpapan Selatan,x,v,0,1,1,2025,
2576,Kontrakan,Penyediaan Akomodasi Lainnya,Jl. Enam GG teladan,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2025,
2577,Kontrakan,Penyediaan Akomodasi Lainnya,Jl. siddorejo Rt. 62,Graha Indah,Balikpapan Utara,x,v,1,0,1,2025,
2578,Kos,Penyediaan Akomodasi Lainnya,jalan kesatriaan,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2025,
2579,Rumah Kost Srianah,Penyediaan Akomodasi Lainnya,JL R.E MARTADINATA,Mekar Sari,Balikpapan Tengah,x,v,0,1,1,2025,
2580,Kos Kosan ,Penyediaan Akomodasi Lainnya,perum batakan mas blok G,Manggar,Balikpapan Timur,x,v,0,1,1,2025,
2581,Kos - Kosan Joko,Penyediaan Akomodasi Lainnya,JL. KARANG REJO STRAT 3 NO. 43 RT. 12,Karang Rejo,Balikpapan Tengah,x,v,0,1,1,2025,
2582,Kost Hikmah Perantara,Penyediaan Akomodasi Lainnya,JL.DI.Panjaitan NO.01 RT.25,Sumber Rejo,Balikpapan Tengah,x,v,1,0,1,2025,
2583,Wisma Pak Bangkit,Penyediaan Akomodasi Lainnya,Jl.Joko Tole 4 RT.58 No.63,Sumber Rejo,Balikpapan Tengah,x,v,1,2,3,2025,
2584,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,JL. BDS 2 Blok AA No. 12B RT.036,Sungai Nangka,Balikpapan Selatan,x,v,1,1,2,2025,
2585,Rumah Kost 2 Lantai,Penyediaan Akomodasi Lainnya,Jl. Mulawarman Gg. Mulia RT.01,Manggar,Balikpapan Timur,x,v,1,2,3,2025,
2586,Kontrakan Dan Warung Sembako,Penyediaan Akomodasi Lainnya,Jl soekarno hatta,Batu Ampar,Balikpapan Utara,x,v,1,0,1,2025,
2587,Hunian Mama Reni,Penyediaan Akomodasi Lainnya,JL SULTAN ALAUDDIN NO 54,Mekar Sari,Balikpapan Tengah,x,v,0,1,1,2025,
2588,Kos Teguh,Penyediaan Akomodasi Lainnya,Jl pjhi dalam,Manggar,Balikpapan Timur,x,v,0,1,1,2025,
2589,Kontrakan,Penyediaan Akomodasi Lainnya,JL AW SYAHRANI NO 55 RT 054,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2025,
2590,Kost Chandra,Penyediaan Akomodasi Lainnya,JL D I PANJAITAN NO 28 RT 25,Sumber Rejo,Balikpapan Tengah,x,v,1,1,2,2025,
2591,Aktivitas Biro Perjalanan Wisata,Aktivitas Biro Perjalanan Wisata,Jalan Gurinda 4 Nomor 23,Gn. Samarinda,Balikpapan Utara,x,v,1,2,3,2025,
